taxid,rank,date,shield_no
968093,POLICE OFFICER,7/1/2019,18747
943735,POLICE OFFICER,1/10/2007,7220
943735,POLICE OFFICER,9/16/2013,8330
943735,SERGEANT,5/2/2016,2086
943735,LIEUTENANT,3/18/2021,
974473,POLICE OFFICER,4/13/2022,11819
959932,POLICE OFFICER,10/7/2015,18771
959932,SERGEANT,11/21/2023,5226
961170,POLICE OFFICER,1/6/2016,1904
977365,POLICE OFFICER,7/5/2023,26850
927807,POLICE OFFICER,7/2/2001,7052
927807,SERGEANT,1/26/2007,4265
927807,LIEUTENANT,1/29/2021,
927807,LT SPECIAL ASSIGN,6/27/2025,
919624,POLICE OFFICER,4/15/1997,25256
962057,POLICE OFFICER,7/13/2016,9792
962057,POLICE OFFICER,9/14/2018,9291
968094,POLICE OFFICER,7/1/2019,327
970138,POLICE OFFICER,11/2/2020,25219
977366,POLICE OFFICER,7/5/2023,28145
948531,POLICE OFFICER,1/11/2010,8539
970139,POLICE OFFICER,11/2/2020,25612
972210,POLICE OFFICER,7/7/2021,28472
972210,POLICE OFFICER,10/1/2021,1830
972210,DETECTIVE,9/5/2025,7132
966305,POLICE OFFICER,7/2/2018,9882
935596,POLICE OFFICER,7/1/2004,20430
935596,DETECTIVE,8/5/2009,787
935596,SERGEANT,12/21/2012,1922
935596,LIEUTENANT,6/30/2017,
935596,LT DET COMMANDER,7/21/2022,
977367,POLICE OFFICER,7/5/2023,28747
981788,POLICE OFFICER,1/29/2025,25032
978744,POLICE OFFICER,1/3/2024,28911
965457,POLICE OFFICER,1/10/2018,17431
965457,SERGEANT,8/30/2024,4545
973711,POLICE OFFICER,12/29/2021,28730
945488,POLICE OFFICER,1/7/2008,28638
945488,SERGEANT,7/27/2018,42
945488,SGT DET SQUAD,11/22/2022,
942409,POLICE OFFICER,7/10/2006,13040
946421,POLICE OFFICER,1/7/2008,25597
947401,POLICE OFFICER,7/8/2008,20388
947401,DETECTIVE,7/28/2014,3158
939313,POLICE OFFICER,7/11/2005,6465
939313,DETECTIVE,10/28/2016,5650
939313,DETECTIVE,12/5/2016,6302
979453,POLICE OFFICER,4/24/2024,8991
956202,POLICE OFFICER,1/8/2014,3221
978745,POLICE OFFICER,1/3/2024,8548
978745,POLICE OFFICER,3/25/2024,10886
979454,POLICE OFFICER,4/24/2024,9753
968095,POLICE OFFICER,7/1/2019,21485
951146,POLICE OFFICER,7/6/2011,28921
952168,POLICE OFFICER,1/9/2012,15436
952168,DETECTIVE,2/9/2022,5434
970361,POLICE OFFICER,11/16/2020,24713
972207,POLICE OFFICER,7/7/2021,27591
980147,POLICE OFFICER,7/3/2024,30242
980147,POLICE OFFICER,9/13/2024,30339
937381,POLICE OFFICER,1/10/2005,8766
937381,SERGEANT,3/18/2021,667
955380,POLICE OFFICER,7/9/2013,4610
966808,POLICE OFFICER,10/24/2018,3041
982611,POLICE OFFICER,4/30/2025,21594
943737,POLICE OFFICER,1/10/2007,960
943737,SERGEANT,12/22/2020,1733
980840,POLICE OFFICER,10/30/2024,17597
975304,SERGEANT,9/26/2022,2168
982612,POLICE OFFICER,4/30/2025,16553
946167,POLICE OFFICER,1/7/2008,25956
946167,DETECTIVE,7/29/2019,1892
955381,POLICE OFFICER,7/9/2013,5576
955381,DETECTIVE,6/27/2025,1542
955382,POLICE OFFICER,7/9/2013,696
955382,DETECTIVE,4/1/2022,3226
955382,SERGEANT,7/28/2023,1573
954275,POLICE OFFICER,1/9/2013,25194
934113,POLICE OFFICER,1/20/2004,25101
934113,DETECTIVE,10/31/2023,3473
938988,POLICE OFFICER,7/11/2005,16005
938988,SERGEANT,6/26/2015,5383
981789,POLICE OFFICER,1/29/2025,25453
964241,POLICE OFFICER,7/5/2017,14648
978165,POLICE OFFICER,10/25/2023,11264
939590,POLICE OFFICER,7/11/2005,8454
939590,DETECTIVE,11/3/2014,1958
939590,SERGEANT,6/26/2015,5388
939590,SERGEANT,8/4/2015,1050
939590,SGT DET SQUAD,12/22/2017,
951148,POLICE OFFICER,7/6/2011,25743
951148,SERGEANT,9/3/2021,2465
951148,LIEUTENANT,2/23/2024,
956552,POLICE OFFICER,7/9/2014,14659
947403,POLICE OFFICER,7/8/2008,622
920765,POLICE OFFICER,12/8/1997,10936
920765,SERGEANT,6/30/2005,2008
920765,LIEUTENANT,8/2/2011,
920765,LT DET COMMANDER,2/26/2016,
904900,POLICE OFFICER,8/30/1993,11974
904900,SERGEANT,7/31/2006,1435
904900,SGT DET SQUAD,4/30/2020,
937383,POLICE OFFICER,1/10/2005,26260
955387,POLICE OFFICER,7/9/2013,31955
955387,SERGEANT,8/30/2019,5597
955387,SGT DET SQUAD,8/8/2025,
965458,POLICE OFFICER,1/10/2018,20190
965458,SERGEANT,8/25/2023,3901
895910,POLICE OFFICER,1/1/1990,23101
895910,DETECTIVE,5/27/1999,6338
963233,POLICE OFFICER,1/4/2017,19652
942437,POLICE OFFICER,7/10/2006,2486
942437,SERGEANT,6/29/2012,4653
942437,LIEUTENANT,11/22/2016,
942437,CAPTAIN,12/23/2022,
947376,POLICE OFFICER,7/8/2008,3028
947376,DETECTIVE,6/30/2023,4754
968745,POLICE OFFICER,10/7/2019,31903
969329,POLICE OFFICER,1/6/2020,4548
940639,POLICE OFFICER,1/9/2006,3959
940639,DETECTIVE,6/10/2021,3487
973712,POLICE OFFICER,12/29/2021,29034
951149,POLICE OFFICER,7/6/2011,9052
951149,SERGEANT,10/28/2022,2324
956205,POLICE OFFICER,1/8/2014,7045
956205,SERGEANT,5/30/2025,5629
973713,POLICE OFFICER,12/29/2021,29478
965459,POLICE OFFICER,1/10/2018,31842
925988,POLICE OFFICER,3/1/2000,12095
925988,DETECTIVE,2/27/2009,5027
975769,POLICE OFFICER,10/19/2022,12095
961171,POLICE OFFICER,1/6/2016,3541
961171,DETECTIVE,5/27/2022,5065
935598,POLICE OFFICER,7/1/2004,719
935598,DETECTIVE,8/30/2016,5097
976365,POLICE OFFICER,1/17/2023,11158
935599,POLICE OFFICER,7/1/2004,3882
935599,DETECTIVE,6/10/2021,3819
933259,POLICE OFFICER,7/1/2003,3561
933259,DETECTIVE,11/22/2016,5615
981790,POLICE OFFICER,1/29/2025,25959
946543,POLICE OFFICER,1/7/2008,31106
946543,POLICE OFFICER,6/17/2011,31209
946543,SERGEANT,2/9/2022,3034
967663,POLICE OFFICER,4/15/2019,5287
907153,POLICE OFFICER,2/28/1994,28786
907153,DETECTIVE,5/30/2008,2786
931049,POLICE OFFICER,7/1/2002,6968
955383,POLICE OFFICER,7/9/2013,8064
953316,POLICE OFFICER,7/11/2012,31633
929042,POLICE OFFICER,7/2/2001,4419
929042,SERGEANT,2/25/2011,3922
929042,LIEUTENANT,8/22/2017,
929042,CAPTAIN,6/10/2021,
929042,DEPUTY INSPECTOR,11/27/2024,
931928,POLICE OFFICER,7/1/2002,18470
931928,DETECTIVE,7/21/2022,546
935600,POLICE OFFICER,7/1/2004,13482
935600,SERGEANT,1/28/2016,323
935600,LIEUTENANT,1/27/2023,
953317,POLICE OFFICER,7/11/2012,974
932207,POLICE OFFICER,7/1/2003,12957
932207,DETECTIVE,3/28/2008,452
949548,POLICE OFFICER,7/6/2010,9325
949548,DETECTIVE,6/10/2021,7152
979455,POLICE OFFICER,4/24/2024,10275
939319,POLICE OFFICER,7/11/2005,9893
939319,DETECTIVE,12/21/2012,6914
949549,POLICE OFFICER,7/6/2010,11624
949549,DETECTIVE,11/26/2019,3061
949549,SERGEANT,8/25/2023,3898
949550,POLICE OFFICER,7/6/2010,6577
949550,SERGEANT,2/24/2017,2049
949550,LIEUTENANT,9/30/2022,
965460,POLICE OFFICER,1/10/2018,27011
952169,POLICE OFFICER,1/9/2012,13531
952169,POLICE OFFICER,10/24/2014,14532
952169,SERGEANT,5/29/2020,5305
952169,SERGEANT,12/7/2020,5026
935602,POLICE OFFICER,7/1/2004,4337
935794,POLICE OFFICER,7/1/2004,16290
937384,POLICE OFFICER,1/10/2005,26191
942439,POLICE OFFICER,7/10/2006,2544
967299,POLICE OFFICER,1/3/2019,24650
968746,POLICE OFFICER,10/7/2019,6268
939321,POLICE OFFICER,7/11/2005,11552
939321,DETECTIVE,10/26/2012,6882
939321,DETECTIVE,1/7/2014,647
943738,POLICE OFFICER,1/10/2007,11957
943738,SERGEANT,6/29/2012,4639
943738,SGT DET SQUAD,9/29/2023,
947835,POLICE OFFICER,7/8/2008,26171
951150,POLICE OFFICER,7/6/2011,27426
958009,POLICE OFFICER,1/7/2015,16829
931051,POLICE OFFICER,7/1/2002,3516
931051,DETECTIVE,12/23/2008,3516
961172,POLICE OFFICER,1/6/2016,2341
964242,POLICE OFFICER,7/5/2017,18523
935689,POLICE OFFICER,7/1/2004,13560
959136,POLICE OFFICER,7/8/2015,7175
959136,DETECTIVE,12/21/2021,5538
958010,POLICE OFFICER,1/7/2015,4591
969330,POLICE OFFICER,1/27/2020,23280
977368,POLICE OFFICER,7/5/2023,142
963778,POLICE OFFICER,4/12/2017,16
970141,POLICE OFFICER,11/2/2020,26625
979456,POLICE OFFICER,4/24/2024,19901
974475,POLICE OFFICER,4/13/2022,12242
959934,POLICE OFFICER,10/7/2015,16430
939322,POLICE OFFICER,7/11/2005,7589
978746,POLICE OFFICER,1/3/2024,8569
970811,POLICE OFFICER,12/29/2020,25203
970811,POLICE OFFICER,3/4/2021,3378
948505,POLICE OFFICER,1/11/2010,9487
948505,DETECTIVE,3/31/2017,1021
962810,POLICE OFFICER,10/11/2016,22695
942440,POLICE OFFICER,7/10/2006,13996
942440,SERGEANT,8/30/2016,827
942440,LIEUTENANT,4/30/2020,
970142,POLICE OFFICER,11/2/2020,10208
969331,POLICE OFFICER,1/6/2020,8037
963719,POLICE OFFICER,4/12/2017,6363
941160,POLICE OFFICER,1/9/2006,23666
941160,DETECTIVE,11/27/2024,3402
952170,POLICE OFFICER,1/9/2012,2411
952170,SERGEANT,1/30/2018,4275
952170,LIEUTENANT,2/23/2024,
978167,POLICE OFFICER,10/25/2023,2094
940642,POLICE OFFICER,1/9/2006,31177
940642,SERGEANT,9/5/2014,4283
940642,SGT DET SQUAD,12/23/2022,
924394,POLICE OFFICER,7/7/1999,21028
924394,DETECTIVE,3/30/2007,6030
948413,POLICE OFFICER,7/14/2009,26688
964727,POLICE OFFICER,10/18/2017,15468
964727,DETECTIVE,6/27/2025,7811
980148,POLICE OFFICER,7/3/2024,16351
971201,POLICE OFFICER,2/24/2021,25891
941752,POLICE OFFICER,7/10/2006,30491
941752,DETECTIVE,6/10/2021,3816
962734,POLICE OFFICER,10/11/2016,22235
978168,POLICE OFFICER,10/25/2023,13507
972906,POLICE OFFICER,10/12/2021,2915
945436,POLICE OFFICER,1/7/2008,26898
945436,SERGEANT,6/10/2021,1382
949943,POLICE OFFICER,7/6/2011,6255
966811,POLICE OFFICER,10/24/2018,18376
971640,POLICE OFFICER,4/28/2021,15849
918226,POLICE OFFICER,7/18/1996,7288
940365,POLICE OFFICER,1/9/2006,30424
946168,POLICE OFFICER,1/7/2008,26184
946168,DETECTIVE,6/10/2021,3493
937921,POLICE OFFICER,7/11/2005,29562
940050,POLICE OFFICER,1/9/2006,5644
940050,DETECTIVE,6/28/2013,1283
946169,POLICE OFFICER,1/7/2008,26379
942442,POLICE OFFICER,7/10/2006,2570
942442,POLICE OFFICER,6/9/2010,15293
937841,POLICE OFFICER,7/11/2005,9338
937841,DETECTIVE,12/18/2014,778
956207,POLICE OFFICER,1/8/2014,9572
956207,DETECTIVE,11/21/2017,2996
916539,POLICE OFFICER,6/30/1995,26894
916539,POLICE OFFICER,11/9/1999,2612
916539,SERGEANT,8/18/2000,5453
916539,LIEUTENANT,11/25/2003,
916539,CAPTAIN,2/29/2008,
916539,DEPUTY INSPECTOR,12/21/2012,
916539,INSPECTOR,11/25/2014,
916539,DEPUTY CHIEF,8/22/2017,
916539,ASSISTANT CHIEF,10/30/2020,
916539,CHIEF OF TRANSPORTATION,9/29/2023,
916539,CHIEF OF PATROL,1/1/2025,
972417,POLICE OFFICER,7/13/2021,26828
980841,POLICE OFFICER,10/30/2024,14588
929046,POLICE OFFICER,7/2/2001,24584
929046,DETECTIVE,10/31/2008,1224
951152,POLICE OFFICER,7/6/2011,1434
951152,DETECTIVE,10/18/2021,6317
980149,POLICE OFFICER,7/3/2024,17951
914163,POLICE OFFICER,5/1/1995,1137
914163,DETECTIVE,1/16/1998,6040
955385,POLICE OFFICER,7/9/2013,10655
955385,DETECTIVE,10/18/2021,6312
955386,POLICE OFFICER,7/9/2013,2365
961174,POLICE OFFICER,1/6/2016,9921
961174,DETECTIVE,8/30/2024,5592
979457,POLICE OFFICER,4/24/2024,6140
971202,POLICE OFFICER,2/24/2021,26514
972907,POLICE OFFICER,10/12/2021,4062
981791,POLICE OFFICER,1/29/2025,26615
970143,POLICE OFFICER,11/2/2020,10804
975130,POLICE OFFICER,7/13/2022,19926
937922,POLICE OFFICER,7/11/2005,27981
973715,POLICE OFFICER,12/29/2021,30703
968096,POLICE OFFICER,7/1/2019,18749
978981,POLICE OFFICER,1/17/2024,6114
956258,POLICE OFFICER,1/8/2014,9602
956258,DETECTIVE,11/24/2020,7338
956258,SERGEANT,9/30/2022,3726
954277,POLICE OFFICER,1/9/2013,4640
954277,DETECTIVE,10/30/2019,2624
942444,POLICE OFFICER,7/10/2006,8719
942444,DETECTIVE,8/8/2025,5124
946705,POLICE OFFICER,7/8/2008,1236
946705,SERGEANT,6/30/2017,3726
946705,LIEUTENANT,2/9/2022,
956208,POLICE OFFICER,1/8/2014,16579
972209,POLICE OFFICER,7/7/2021,28289
972211,POLICE OFFICER,7/7/2021,10200
961175,POLICE OFFICER,1/6/2016,11276
959933,POLICE OFFICER,10/7/2015,29757
951153,POLICE OFFICER,7/6/2011,31057
951153,DETECTIVE,5/29/2020,6904
951153,SERGEANT,9/29/2023,4864
961074,POLICE OFFICER,1/6/2016,790
961074,SERGEANT,8/30/2024,4628
953320,POLICE OFFICER,7/11/2012,23018
980842,POLICE OFFICER,10/30/2024,20869
976366,POLICE OFFICER,1/17/2023,8264
978169,POLICE OFFICER,10/25/2023,11763
931930,POLICE OFFICER,7/1/2002,5823
931930,SERGEANT,7/27/2007,4495
931930,SGT DET SQUAD,12/21/2021,
935604,POLICE OFFICER,7/1/2004,31994
971641,POLICE OFFICER,4/28/2021,16316
970812,POLICE OFFICER,12/29/2020,7238
949552,POLICE OFFICER,7/6/2010,3649
949552,SERGEANT,1/28/2016,3332
949552,LIEUTENANT,8/30/2019,
949552,CAPTAIN,4/28/2023,
961176,POLICE OFFICER,1/6/2016,6882
974477,POLICE OFFICER,4/13/2022,11869
943741,POLICE OFFICER,1/10/2007,24918
943741,SERGEANT,8/3/2012,5316
978982,POLICE OFFICER,1/17/2024,28949
953321,POLICE OFFICER,7/11/2012,15885
953321,SERGEANT,10/28/2022,2329
973716,POLICE OFFICER,12/29/2021,30010
970144,POLICE OFFICER,11/2/2020,25114
961177,POLICE OFFICER,1/6/2016,17116
961177,DETECTIVE,12/21/2021,5541
924400,POLICE OFFICER,7/7/1999,5829
924400,DETECTIVE,10/28/2016,5829
965463,POLICE OFFICER,1/10/2018,26659
955390,POLICE OFFICER,7/9/2013,28468
955390,DETECTIVE,7/30/2021,3938
939325,POLICE OFFICER,7/11/2005,7939
939325,DETECTIVE,9/28/2017,3691
943742,POLICE OFFICER,1/10/2007,5708
943742,SERGEANT,6/28/2013,2438
943742,LIEUTENANT,8/30/2016,
943742,CAPTAIN,8/31/2018,
943742,DEPUTY INSPECTOR,4/26/2024,
957085,POLICE OFFICER,7/9/2014,3521
947406,POLICE OFFICER,7/8/2008,18310
968748,POLICE OFFICER,10/7/2019,4416
956037,POLICE OFFICER,1/8/2014,11424
956037,DETECTIVE,6/10/2021,3094
956037,SERGEANT,7/21/2022,281
955391,POLICE OFFICER,7/9/2013,7450
955391,DETECTIVE,9/30/2024,7145
923465,POLICE OFFICER,7/7/1999,163
945296,POLICE OFFICER,7/9/2007,11450
945296,SERGEANT,6/30/2017,3732
945296,SERGEANT,5/31/2023,3762
942445,POLICE OFFICER,7/10/2006,1194
942445,SERGEANT,9/28/2012,1345
942445,LIEUTENANT,6/5/2018,
942445,CAPTAIN,4/28/2023,
959936,POLICE OFFICER,10/7/2015,22048
959936,DETECTIVE,4/1/2022,3227
964243,POLICE OFFICER,7/5/2017,18530
977369,POLICE OFFICER,7/5/2023,31295
937388,POLICE OFFICER,1/10/2005,31599
937388,DETECTIVE,5/29/2012,3105
964728,POLICE OFFICER,10/18/2017,17865
959138,POLICE OFFICER,7/8/2015,19758
959138,SERGEANT,7/28/2023,1575
976367,POLICE OFFICER,1/17/2023,6321
937389,POLICE OFFICER,1/10/2005,24421
980150,POLICE OFFICER,7/3/2024,3220
973718,POLICE OFFICER,12/29/2021,29497
982613,POLICE OFFICER,4/30/2025,23366
957922,POLICE OFFICER,1/7/2015,16757
980843,POLICE OFFICER,10/30/2024,31847
973152,POLICE OFFICER,10/15/2021,6545
973152,POLICE OFFICER,3/4/2022,2687
937889,POLICE OFFICER,7/11/2005,7105
937889,SERGEANT,8/29/2013,4145
937889,LIEUTENANT,6/24/2022,
937391,LIEUTENANT,11/24/2015,
929051,POLICE OFFICER,7/2/2001,29356
929051,DETECTIVE,8/5/2009,6669
929051,SERGEANT,4/28/2017,666
947836,POLICE OFFICER,7/8/2008,9826
964729,POLICE OFFICER,10/18/2017,2624
981793,POLICE OFFICER,1/29/2025,27848
978747,POLICE OFFICER,1/3/2024,13032
977653,POLICE OFFICER,7/19/2023,29331
965465,POLICE OFFICER,1/10/2018,30574
971642,POLICE OFFICER,4/28/2021,17158
940646,POLICE OFFICER,1/9/2006,30313
951155,POLICE OFFICER,7/6/2011,23341
951155,SERGEANT,8/31/2018,4868
951155,SGT DET SQUAD,10/25/2024,
937393,POLICE OFFICER,1/10/2005,28501
962736,POLICE OFFICER,10/11/2016,21497
974692,POLICE OFFICER,4/18/2022,12244
966306,POLICE OFFICER,7/2/2018,14926
980151,POLICE OFFICER,7/3/2024,4279
948414,POLICE OFFICER,7/14/2009,27606
976989,POLICE OFFICER,5/10/2023,14292
970145,POLICE OFFICER,11/2/2020,24714
935608,POLICE OFFICER,7/1/2004,2732
940647,POLICE OFFICER,1/9/2006,1029
955392,POLICE OFFICER,7/9/2013,20627
955392,DETECTIVE,11/24/2020,6463
955392,SERGEANT,10/28/2022,2341
939327,POLICE OFFICER,7/11/2005,1075
972212,POLICE OFFICER,7/7/2021,27017
964731,POLICE OFFICER,10/18/2017,4074
949141,POLICE OFFICER,7/6/2010,5666
958460,POLICE OFFICER,7/8/2015,4033
958460,DETECTIVE,3/31/2023,2231
976833,POLICE OFFICER,4/26/2023,23507
947408,POLICE OFFICER,7/8/2008,24467
947408,DETECTIVE,11/3/2014,1653
947408,SERGEANT,12/19/2019,5144
947408,SGT DET SQUAD,2/28/2025,
929052,POLICE OFFICER,7/2/2001,17677
929052,DETECTIVE,12/21/2012,6922
947409,POLICE OFFICER,7/8/2008,14027
947409,DETECTIVE,5/2/2016,7040
934118,POLICE OFFICER,1/20/2004,23972
934118,SERGEANT,2/27/2009,1147
934118,LIEUTENANT,1/25/2013,
934118,CAPTAIN,6/24/2016,
934118,DEPUTY INSPECTOR,7/30/2021,
934118,INSPECTOR,4/26/2024,
982614,POLICE OFFICER,4/30/2025,29390
970146,POLICE OFFICER,11/2/2020,23347
953322,POLICE OFFICER,7/11/2012,9334
953322,SERGEANT,6/10/2021,1392
961180,POLICE OFFICER,1/6/2016,12156
961180,POLICE OFFICER,5/4/2018,27332
961180,SERGEANT,6/28/2024,5048
973719,POLICE OFFICER,12/29/2021,29758
947435,POLICE OFFICER,7/8/2008,10604
947435,DETECTIVE,5/2/2016,4917
969333,POLICE OFFICER,1/6/2020,25022
962737,POLICE OFFICER,10/11/2016,22116
971203,POLICE OFFICER,2/24/2021,25901
921715,POLICE OFFICER,7/1/1998,15485
921715,SERGEANT,6/28/2013,2333
949553,POLICE OFFICER,7/6/2010,10915
964732,POLICE OFFICER,10/18/2017,5587
968749,POLICE OFFICER,10/7/2019,24839
968097,POLICE OFFICER,7/1/2019,17458
963235,POLICE OFFICER,1/4/2017,19677
963235,SERGEANT,2/23/2024,2631
963236,POLICE OFFICER,1/4/2017,24067
955112,POLICE OFFICER,7/9/2013,14273
955112,DETECTIVE,6/10/2021,3501
939329,POLICE OFFICER,7/11/2005,1859
939329,SERGEANT,4/29/2011,1370
939329,LIEUTENANT,7/28/2014,
939329,CAPTAIN,11/26/2019,
939329,DEPUTY INSPECTOR,7/21/2022,
939329,INSPECTOR,11/27/2024,
930913,POLICE OFFICER,7/1/2003,14447
930913,DETECTIVE,1/26/2024,3114
965842,POLICE OFFICER,4/25/2018,12007
981794,POLICE OFFICER,1/29/2025,8550
920769,POLICE OFFICER,12/8/1997,27261
920769,DETECTIVE,12/22/2020,3520
972908,POLICE OFFICER,10/12/2021,7754
963720,POLICE OFFICER,4/12/2017,9371
931061,POLICE OFFICER,7/1/2002,15125
931061,DETECTIVE,10/31/2008,1399
961181,POLICE OFFICER,1/6/2016,10385
964244,POLICE OFFICER,7/5/2017,18544
929054,POLICE OFFICER,7/2/2001,16053
929054,DETECTIVE,11/27/2024,3277
961183,POLICE OFFICER,1/6/2016,4836
961183,DETECTIVE,6/30/2023,4645
933266,POLICE OFFICER,7/1/2003,18684
933266,POLICE OFFICER,11/7/2012,23182
933266,DETECTIVE,10/30/2015,502
981795,POLICE OFFICER,1/29/2025,28686
972909,POLICE OFFICER,10/12/2021,8431
980152,POLICE OFFICER,7/3/2024,434
980152,POLICE OFFICER,12/23/2024,21363
968750,POLICE OFFICER,10/7/2019,25870
981796,POLICE OFFICER,1/29/2025,543
981796,POLICE OFFICER,3/26/2025,19226
962738,POLICE OFFICER,10/11/2016,23361
964246,POLICE OFFICER,7/5/2017,16512
981797,POLICE OFFICER,1/29/2025,2214
953324,POLICE OFFICER,7/11/2012,2651
978170,POLICE OFFICER,10/25/2023,18548
978748,POLICE OFFICER,1/3/2024,20720
947809,POLICE OFFICER,7/8/2008,9206
970815,POLICE OFFICER,12/29/2020,6112
947686,POLICE OFFICER,7/8/2008,2323
947686,SERGEANT,1/28/2016,3335
947686,LIEUTENANT,2/23/2024,
957087,POLICE OFFICER,7/9/2014,15677
934119,POLICE OFFICER,1/20/2004,23263
934119,DETECTIVE,11/24/2015,2855
940649,POLICE OFFICER,1/9/2006,15587
940649,DETECTIVE,8/31/2015,3259
961557,POLICE OFFICER,4/6/2016,461
961557,DETECTIVE,5/31/2024,4475
961185,POLICE OFFICER,1/6/2016,17505
979458,POLICE OFFICER,4/24/2024,10992
957601,POLICE OFFICER,1/7/2015,18098
961186,POLICE OFFICER,1/6/2016,3544
937396,POLICE OFFICER,1/10/2005,29264
940650,POLICE OFFICER,1/9/2006,11083
981798,POLICE OFFICER,1/29/2025,5837
971643,POLICE OFFICER,4/28/2021,16318
954279,POLICE OFFICER,1/9/2013,9500
954279,DETECTIVE,5/30/2025,7880
965466,POLICE OFFICER,1/10/2018,1055
982615,POLICE OFFICER,4/30/2025,3457
935609,POLICE OFFICER,7/1/2004,31998
977654,POLICE OFFICER,7/19/2023,14278
955393,POLICE OFFICER,7/9/2013,14578
955393,SERGEANT,9/5/2025,2355
939330,POLICE OFFICER,7/11/2005,5676
939330,DETECTIVE,6/28/2019,5306
943078,POLICE OFFICER,1/10/2007,21006
953326,POLICE OFFICER,7/11/2012,31302
953326,DETECTIVE,6/10/2021,3532
953326,SERGEANT,9/3/2021,2493
946422,POLICE OFFICER,1/7/2008,10729
946422,DETECTIVE,7/29/2019,2289
981799,POLICE OFFICER,1/29/2025,18801
962740,POLICE OFFICER,10/11/2016,22351
951156,POLICE OFFICER,7/6/2011,20075
951156,DETECTIVE,7/30/2021,4512
942055,POLICE OFFICER,7/10/2006,4081
914609,POLICE OFFICER,5/1/1995,24761
914609,SERGEANT,8/24/2001,2807
914609,LIEUTENANT,9/24/2004,
914609,CAPTAIN,8/31/2007,
914609,DEPUTY INSPECTOR,8/26/2022,
939332,POLICE OFFICER,7/11/2005,1234
939332,DETECTIVE,8/31/2015,3260
937398,POLICE OFFICER,1/10/2005,26313
967300,POLICE OFFICER,1/3/2019,24009
980844,POLICE OFFICER,10/30/2024,30450
952171,POLICE OFFICER,1/9/2012,21702
946171,POLICE OFFICER,1/7/2008,27358
935610,POLICE OFFICER,7/1/2004,25253
935610,DETECTIVE,2/9/2022,2116
953327,POLICE OFFICER,7/11/2012,7758
929058,POLICE OFFICER,7/2/2001,6194
929058,SERGEANT,10/26/2012,2827
929058,SGT DET SQUAD,9/30/2022,
937399,POLICE OFFICER,1/10/2005,26863
937399,DETECTIVE,11/26/2013,3683
942448,POLICE OFFICER,7/10/2006,9860
958013,POLICE OFFICER,1/7/2015,15532
931938,POLICE OFFICER,7/1/2002,10473
931938,SERGEANT,11/30/2007,5049
949555,POLICE OFFICER,7/6/2010,2818
952079,POLICE OFFICER,1/9/2012,21628
952079,DETECTIVE,6/10/2021,3537
952079,SERGEANT,9/30/2022,3727
979079,POLICE OFFICER,4/24/2024,15635
978171,POLICE OFFICER,10/25/2023,25868
929060,POLICE OFFICER,7/2/2001,5683
929060,DETECTIVE,6/30/2006,7729
972213,POLICE OFFICER,7/7/2021,11451
957088,POLICE OFFICER,7/9/2014,8102
937400,POLICE OFFICER,1/10/2005,15990
937400,DETECTIVE,1/31/2014,5527
952172,POLICE OFFICER,1/9/2012,673
952172,DETECTIVE,11/21/2017,3017
952172,SERGEANT,5/31/2024,4395
965467,POLICE OFFICER,1/10/2018,28873
979459,POLICE OFFICER,4/24/2024,25952
975771,POLICE OFFICER,10/19/2022,3097
959938,POLICE OFFICER,10/7/2015,21879
931939,POLICE OFFICER,7/1/2002,24652
931939,SERGEANT,12/21/2007,1452
977370,POLICE OFFICER,7/5/2023,13856
933532,POLICE OFFICER,7/1/2003,30585
933532,SERGEANT,7/25/2008,2441
933532,LIEUTENANT,8/1/2016,
933532,CAPTAIN,7/30/2021,
942874,POLICE OFFICER,1/10/2007,11968
933271,POLICE OFFICER,7/1/2003,14489
953328,POLICE OFFICER,7/11/2012,10654
976368,POLICE OFFICER,1/17/2023,1020
976368,POLICE OFFICER,8/23/2024,1090
947411,POLICE OFFICER,7/8/2008,6766
947837,POLICE OFFICER,7/8/2008,9833
933273,POLICE OFFICER,7/1/2003,27488
933273,SERGEANT,8/2/2011,1661
933273,SGT DET SQUAD,4/25/2025,
959939,POLICE OFFICER,10/7/2015,10183
971644,POLICE OFFICER,4/28/2021,8130
981800,POLICE OFFICER,1/29/2025,7505
970816,POLICE OFFICER,12/29/2020,4627
978172,POLICE OFFICER,10/25/2023,21441
937401,POLICE OFFICER,1/10/2005,5316
937401,DETECTIVE,8/27/2010,2878
953330,POLICE OFFICER,7/11/2012,7767
980845,POLICE OFFICER,10/30/2024,17754
982616,POLICE OFFICER,4/30/2025,31420
947412,POLICE OFFICER,7/8/2008,1746
929568,POLICE OFFICER,7/1/2002,22904
929568,DETECTIVE,11/24/2015,2860
947413,POLICE OFFICER,7/8/2008,7840
951158,POLICE OFFICER,7/6/2011,12325
951158,DETECTIVE,11/20/2018,1490
975282,POLICE OFFICER,7/15/2022,19530
979460,POLICE OFFICER,4/24/2024,8501
982617,POLICE OFFICER,4/30/2025,24531
967301,POLICE OFFICER,1/3/2019,30768
959139,POLICE OFFICER,7/8/2015,20746
959139,DETECTIVE,5/30/2025,7705
936655,POLICE OFFICER,1/10/2005,8126
936655,SERGEANT,1/27/2012,3118
929063,POLICE OFFICER,7/2/2001,17682
929063,POLICE OFFICER,4/12/2004,4759
929063,POLICE OFFICER,4/21/2004,17682
929063,SERGEANT,1/29/2021,5434
